"","Gene","Chrom","meth_context","source_name","mean_meth_percentage","HV"
"344","AT5G18350","Chr5","CpG","Rosette leaf",2.65985297019321,"non-hv"
"345","AT5G18360","Chr5","CpG","Embryos",30.075635567717,"non-hv"
"346","AT5G18360","Chr5","CpG","Rosette leaf",21.8928660624742,"non-hv"
"347","AT5G18360","Chr5","CpG","Closed flower buds",28.7487618630147,"non-hv"
"348","AT5G18360","Chr5","CpG","Cauline leaf",24.3783120827265,"non-hv"
"349","AT5G18370","Chr5","CpG","Cauline leaf",13.7611292135723,"non-hv"
"350","AT5G18370","Chr5","CpG","Closed flower buds",13.6819815376225,"non-hv"
"351","AT5G18370","Chr5","CpG","Embryos",11.4696839002419,"non-hv"
"352","AT5G18370","Chr5","CpG","Rosette leaf",7.18744898300525,"non-hv"
"353","AT5G22690","Chr5","CpG","Rosette leaf",16.3882004898305,"non-hv"
"354","AT5G22690","Chr5","CpG","Embryos",19.6381129623452,"non-hv"
"355","AT5G22690","Chr5","CpG","Cauline leaf",18.03077666494,"non-hv"
"356","AT5G22690","Chr5","CpG","Closed flower buds",16.3149550363843,"non-hv"
"357","AT5G35450","Chr5","CpG","Closed flower buds",21.0825873892997,"non-hv"
"358","AT5G35450","Chr5","CpG","Embryos",22.7067366246845,"non-hv"
"359","AT5G35450","Chr5","CpG","Cauline leaf",17.4731649929018,"non-hv"
"360","AT5G35450","Chr5","CpG","Rosette leaf",25.3735599785531,"non-hv"
"361","AT5G36930","Chr5","CpG","Rosette leaf",39.4548385747963,"non-hv"
"362","AT5G36930","Chr5","CpG","Closed flower buds",42.723916262149,"non-hv"
"363","AT5G36930","Chr5","CpG","Cauline leaf",36.4342001522729,"non-hv"
"364","AT5G36930","Chr5","CpG","Embryos",43.6293799080177,"non-hv"
"365","AT5G38340","Chr5","CpG","Cauline leaf",7.42800904498152,"non-hv"
"366","AT5G38340","Chr5","CpG","Rosette leaf",6.68022003950201,"non-hv"
"367","AT5G38340","Chr5","CpG","Closed flower buds",8.3440601906511,"non-hv"
"368","AT5G38340","Chr5","CpG","Embryos",8.15718398122049,"non-hv"
"369","AT5G38350","Chr5","CpG","Embryos",0.466269841269841,"hv"
"370","AT5G38350","Chr5","CpG","Cauline leaf",0.504079254079254,"hv"
"371","AT5G38350","Chr5","CpG","Rosette leaf",0.554170531849104,"hv"
"372","AT5G38350","Chr5","CpG","Closed flower buds",0.210275019098549,"hv"
"373","AT5G38850","Chr5","CpG","Embryos",3.29443964275425,"non-hv"
"374","AT5G38850","Chr5","CpG","Cauline leaf",4.15924076327126,"non-hv"
"375","AT5G38850","Chr5","CpG","Rosette leaf",6.28881607397232,"non-hv"
"376","AT5G38850","Chr5","CpG","Closed flower buds",8.32200041231142,"non-hv"
"377","AT5G40100","Chr5","CpG","Rosette leaf",29.0183487872756,"non-hv"
"378","AT5G40100","Chr5","CpG","Embryos",36.8558881217667,"non-hv"
"379","AT5G40100","Chr5","CpG","Closed flower buds",31.5706582709985,"non-hv"
"380","AT5G40100","Chr5","CpG","Cauline leaf",30.1006383221513,"non-hv"
"381","AT5G40910","Chr5","CpG","Closed flower buds",38.7525504300619,"non-hv"
"382","AT5G40910","Chr5","CpG","Cauline leaf",38.2932095345319,"non-hv"
"383","AT5G40910","Chr5","CpG","Embryos",43.9431719411069,"non-hv"
"384","AT5G40910","Chr5","CpG","Rosette leaf",39.7729526479823,"non-hv"
"385","AT5G41540","Chr5","CpG","Embryos",1.94099465970967,"non-hv"
"386","AT5G41540","Chr5","CpG","Closed flower buds",1.950070942718,"non-hv"
"387","AT5G41540","Chr5","CpG","Rosette leaf",0.298350177121729,"non-hv"
"388","AT5G41540","Chr5","CpG","Cauline leaf",0.554232481137708,"non-hv"
"389","AT5G41550","Chr5","CpG","Rosette leaf",0.607522938983613,"non-hv"
"390","AT5G41550","Chr5","CpG","Cauline leaf",1.65323614690314,"non-hv"
"391","AT5G41550","Chr5","CpG","Embryos",1.61924335892836,"non-hv"
"392","AT5G41550","Chr5","CpG","Closed flower buds",2.42593822772851,"non-hv"
"393","AT5G41740","Chr5","CpG","Closed flower buds",5.04786687046556,"hv"
"394","AT5G41740","Chr5","CpG","Embryos",2.73443745347415,"hv"
"395","AT5G41740","Chr5","CpG","Cauline leaf",2.39098939149649,"hv"
"396","AT5G41740","Chr5","CpG","Rosette leaf",3.20056492346748,"hv"
"397","AT5G41750","Chr5","CpG","Closed flower buds",3.22675394014236,"hv"
"398","AT5G41750","Chr5","CpG","Rosette leaf",3.53647937314178,"hv"
"399","AT5G41750","Chr5","CpG","Cauline leaf",3.27803370151889,"hv"
"400","AT5G41750","Chr5","CpG","Embryos",3.23334132090938,"hv"
"401","AT5G43470","Chr5","CpG","Closed flower buds",0.766376921138826,"hv"
"402","AT5G43470","Chr5","CpG","Rosette leaf",0.802876201812372,"hv"
"403","AT5G43470","Chr5","CpG","Cauline leaf",0.373798906407602,"hv"
"404","AT5G43470","Chr5","CpG","Embryos",0.777397082084582,"hv"
"405","AT5G43730","Chr5","CpG","Cauline leaf",49.5451122279904,"non-hv"
"406","AT5G43730","Chr5","CpG","Embryos",39.6009216988077,"non-hv"
"407","AT5G43730","Chr5","CpG","Rosette leaf",40.3196911595349,"non-hv"
"408","AT5G43730","Chr5","CpG","Closed flower buds",50.1684291848121,"non-hv"
"409","AT5G43740","Chr5","CpG","Rosette leaf",0.104166666666667,"hv"
"410","AT5G43740","Chr5","CpG","Closed flower buds",0.0546448087431694,"hv"
"411","AT5G43740","Chr5","CpG","Embryos",0.613711001642037,"hv"
"412","AT5G43740","Chr5","CpG","Cauline leaf",0.166602588747917,"hv"
"413","AT5G44510","Chr5","CpG","Rosette leaf",59.7009771546355,"non-hv"
"414","AT5G44510","Chr5","CpG","Cauline leaf",55.6775507690142,"non-hv"
"415","AT5G44510","Chr5","CpG","Closed flower buds",54.0119362457081,"non-hv"
"416","AT5G44510","Chr5","CpG","Embryos",48.8633219127871,"non-hv"
"417","AT5G44870","Chr5","CpG","Rosette leaf",0.501235227501051,"non-hv"
"418","AT5G44870","Chr5","CpG","Embryos",0.704974911598462,"non-hv"
"419","AT5G44870","Chr5","CpG","Closed flower buds",0.773586001184944,"non-hv"
"420","AT5G44870","Chr5","CpG","Cauline leaf",0.858902537803669,"non-hv"
"421","AT5G45050","Chr5","CpG","Rosette leaf",19.3655609533337,"non-hv"
"422","AT5G45050","Chr5","CpG","Embryos",24.7291528560878,"non-hv"
"423","AT5G45050","Chr5","CpG","Cauline leaf",24.7684004311747,"non-hv"
"424","AT5G45050","Chr5","CpG","Closed flower buds",25.1945648872028,"non-hv"
"425","AT5G45060","Chr5","CpG","Closed flower buds",37.855261391067,"non-hv"
"426","AT5G45060","Chr5","CpG","Cauline leaf",43.2452041030416,"non-hv"
"427","AT5G45060","Chr5","CpG","Rosette leaf",40.1193725262582,"non-hv"
"428","AT5G45060","Chr5","CpG","Embryos",38.5858116658924,"non-hv"
"429","AT5G45200","Chr5","CpG","Cauline leaf",8.62255586521223,"non-hv"
"430","AT5G45200","Chr5","CpG","Closed flower buds",8.52741786328531,"non-hv"
"431","AT5G45200","Chr5","CpG","Embryos",8.31855833392991,"non-hv"
"432","AT5G45200","Chr5","CpG","Rosette leaf",8.04511675199775,"non-hv"
"433","AT5G45210","Chr5","CpG","Embryos",0.455732133363712,"non-hv"
"434","AT5G45210","Chr5","CpG","Rosette leaf",0.301231120215011,"non-hv"
"435","AT5G45210","Chr5","CpG","Cauline leaf",0.116514690982776,"non-hv"
"436","AT5G45210","Chr5","CpG","Closed flower buds",0.136865601503759,"non-hv"
"437","AT5G45230","Chr5","CpG","Rosette leaf",0.824990539652524,"non-hv"
"438","AT5G45230","Chr5","CpG","Embryos",0.471246271649498,"non-hv"
"439","AT5G45230","Chr5","CpG","Cauline leaf",1.12099248303565,"non-hv"
"440","AT5G45230","Chr5","CpG","Closed flower buds",1.91101774511871,"non-hv"
"441","AT5G45250","Chr5","CpG","Embryos",2.03407242622929,"non-hv"
"442","AT5G45250","Chr5","CpG","Rosette leaf",3.33690740915805,"non-hv"
"443","AT5G45250","Chr5","CpG","Closed flower buds",6.99114922397365,"non-hv"
"444","AT5G45250","Chr5","CpG","Cauline leaf",6.83641041473435,"non-hv"
"445","AT5G45260","Chr5","CpG","Cauline leaf",15.9490221371784,"non-hv"
"446","AT5G45260","Chr5","CpG","Closed flower buds",13.9633331037342,"non-hv"
"447","AT5G45260","Chr5","CpG","Rosette leaf",16.4801162688499,"non-hv"
"448","AT5G45260","Chr5","CpG","Embryos",10.7994234900343,"non-hv"
"449","AT5G46260","Chr5","CpG","Rosette leaf",0.910493827160494,"non-hv"
"450","AT5G46260","Chr5","CpG","Embryos",0.761575381140599,"non-hv"
"451","AT5G46260","Chr5","CpG","Cauline leaf",2.56550009562058,"non-hv"
"452","AT5G46260","Chr5","CpG","Closed flower buds",1.43525804970818,"non-hv"
"453","AT5G46270","Chr5","CpG","Rosette leaf",1.02882491362883,"non-hv"
"454","AT5G46270","Chr5","CpG","Embryos",0.862699086998153,"non-hv"
"455","AT5G46270","Chr5","CpG","Closed flower buds",1.23333968396994,"non-hv"
"456","AT5G46270","Chr5","CpG","Cauline leaf",1.59747461886499,"non-hv"
"457","AT5G46450","Chr5","CpG","Closed flower buds",28.7004920060716,"non-hv"
"458","AT5G46450","Chr5","CpG","Embryos",30.0546235346139,"non-hv"
"459","AT5G46450","Chr5","CpG","Cauline leaf",26.8826116516334,"non-hv"
"460","AT5G46450","Chr5","CpG","Rosette leaf",23.7972805416691,"non-hv"
"461","AT5G46510","Chr5","CpG","Closed flower buds",51.2287229874014,"hv"
"462","AT5G46510","Chr5","CpG","Cauline leaf",51.1892898767899,"hv"
"463","AT5G46510","Chr5","CpG","Rosette leaf",44.2832224082224,"hv"
"464","AT5G46510","Chr5","CpG","Embryos",44.7053872053872,"hv"
"465","AT5G46520","Chr5","CpG","Rosette leaf",2.10128452007762,"hv"
"466","AT5G46520","Chr5","CpG","Closed flower buds",3.24695334782597,"hv"
"467","AT5G46520","Chr5","CpG","Cauline leaf",2.94573124244177,"hv"
"468","AT5G46520","Chr5","CpG","Embryos",1.80424095678333,"hv"
"469","AT5G47250","Chr5","CpG","Rosette leaf",0.434886843114691,"non-hv"
"470","AT5G47250","Chr5","CpG","Embryos",0.098962598962599,"non-hv"
"471","AT5G47250","Chr5","CpG","Cauline leaf",0.47023272415717,"non-hv"
"472","AT5G47250","Chr5","CpG","Closed flower buds",0.693893298059965,"non-hv"
"473","AT5G47260","Chr5","CpG","Rosette leaf",85.8336038961039,"non-hv"
"474","AT5G47260","Chr5","CpG","Cauline leaf",73.7321428571429,"non-hv"
"475","AT5G47260","Chr5","CpG","Closed flower buds",93.2725409004181,"non-hv"
"476","AT5G47260","Chr5","CpG","Embryos",93.5555555555556,"non-hv"
"477","AT5G47280","Chr5","CpG","Rosette leaf",69.7992176668647,"non-hv"
"478","AT5G47280","Chr5","CpG","Embryos",66.9379578754579,"non-hv"
"479","AT5G47280","Chr5","CpG","Cauline leaf",74.7679177105014,"non-hv"
"480","AT5G47280","Chr5","CpG","Closed flower buds",73.8339855019422,"non-hv"
"481","AT5G48620","Chr5","CpG","Closed flower buds",0.236777269260107,"hv"
"482","AT5G48620","Chr5","CpG","Embryos",0.502342337296571,"hv"
"483","AT5G48620","Chr5","CpG","Rosette leaf",0.184062787155571,"hv"
"484","AT5G48620","Chr5","CpG","Cauline leaf",0.350241028812458,"hv"
"485","AT5G49140","Chr5","CpG","Closed flower buds",1.7008494379184,"non-hv"
"486","AT5G49140","Chr5","CpG","Cauline leaf",0.667308590102708,"non-hv"
"487","AT5G49140","Chr5","CpG","Rosette leaf",1.76372102842691,"non-hv"
"488","AT5G49140","Chr5","CpG","Embryos",2.10248085248085,"non-hv"
"489","AT5G51630","Chr5","CpG","Rosette leaf",21.4190684736514,"non-hv"
"490","AT5G51630","Chr5","CpG","Embryos",19.6951242539478,"non-hv"
"491","AT5G51630","Chr5","CpG","Closed flower buds",25.5642706336595,"non-hv"
"492","AT5G51630","Chr5","CpG","Cauline leaf",22.9022995199466,"non-hv"
"493","AT5G58120","Chr5","CpG","Cauline leaf",2.71968801862362,"non-hv"
"494","AT5G58120","Chr5","CpG","Closed flower buds",4.49886184142166,"non-hv"
"495","AT5G58120","Chr5","CpG","Embryos",5.59140357859302,"non-hv"
"496","AT5G58120","Chr5","CpG","Rosette leaf",1.41401168861087,"non-hv"
"497","AT5G63020","Chr5","CpG","Closed flower buds",49.3739569593854,"non-hv"
"498","AT5G63020","Chr5","CpG","Cauline leaf",44.3174519471944,"non-hv"
"499","AT5G63020","Chr5","CpG","Embryos",38.5147184856487,"non-hv"
"500","AT5G63020","Chr5","CpG","Rosette leaf",53.9029269544817,"non-hv"
"501","AT5G66900","Chr5","CpG","Closed flower buds",10.1449575116242,"non-hv"
"502","AT5G66900","Chr5","CpG","Embryos",11.8404950312845,"non-hv"
"503","AT5G66900","Chr5","CpG","Cauline leaf",10.7064008689396,"non-hv"
"504","AT5G66900","Chr5","CpG","Rosette leaf",14.3334031787422,"non-hv"
"505","AT5G66910","Chr5","CpG","Closed flower buds",0.113303748465678,"non-hv"
"506","AT5G66910","Chr5","CpG","Embryos",0.267094017094017,"non-hv"
"507","AT5G66910","Chr5","CpG","Rosette leaf",0.3125,"non-hv"
"508","AT5G66910","Chr5","CpG","Cauline leaf",0.112781954887218,"non-hv"
